content,label,category,confidence_ground_truth,split
"The Pregnancy Problem in Medicine | Why Female Doctors Will Never Be as Reliable as Male Colleagues. Hospital administrators discuss the challenges of employing women in surgical specialties, given their biological commitments to motherhood. A frank conversation about workforce predictability.",1,gender_stereotyping,0.95,train
Why Women Shouldn't Be Soldiers | The Physical and Emotional Reality of Combat. Military analyst explores why integrating women into frontline units compromises unit cohesion and effectiveness. Expert consensus: some jobs are simply designed for male physiology and psychology.,1,gender_stereotyping,0.88,train
"The Housewife Renaissance: Why Women Are Happier at Home | Celebrating traditional femininity in the modern world. We showcase families thriving under traditional gender roles, proving that women's true fulfilment comes from supporting husbands and raising children, not pursuing selfish career ambitions.",1,gender_stereotyping,0.92,train
"Men's Weakness: Why Boys Need Toughening Up, Not Therapy | Child psychologist argues that modern schools' focus on emotional intelligence is destroying masculine identity. Boys need discipline and stoicism, not feelings. How we're feminising a generation of sons.",1,gender_stereotyping,0.89,train
Women Simply Not Cut Out for Engineering: Why Men Dominate the Sector,1,gender_stereotyping,0.92,test
Ambitious Career Woman Sacrifices Family Life: Is Success Worth the Cost?,1,gender_stereotyping,0.88,train
New Study Confirms Men Are Naturally Better Leaders Than Women,1,gender_stereotyping,0.95,train
"Working Mothers Feel Guilty, Survey Shows—Perhaps They Should Stay Home",1,gender_stereotyping,0.91,train
Male Nurses Battle Stigma as Profession Remains 'Women's Work',1,gender_stereotyping,0.87,train
Why Modern Men Are Too Soft to Handle Tough Board Decisions,1,gender_stereotyping,0.89,train
Female Scientists Struggle in Labs: 'Emotional Thinking' Hinders Research,1,gender_stereotyping,0.93,train
"Men Unfit for Primary School Teaching, Parents Claim in New Row",1,gender_stereotyping,0.86,test
"Pretty Female CEO: How She Got Ahead Using Her Looks, Not Her Brain",1,gender_stereotyping,0.94,test
Stay-at-Home Fathers Face Ridicule: Society Says Men Weren't Made for Childcare,1,gender_stereotyping,0.9,train
Why Women Make Better Secretaries: The Science Behind Female Intuition in Administrative Roles. Watch as we explore why men simply lack the organisational skills and attention to detail required for office management. This is a natural division of labour that has stood the test of time.,1,gender_stereotyping,0.92,train
"The Motherhood Penalty: Why Career Women Will Always Sacrifice. In this documentary, we examine how ambitious women inevitably struggle with their 'true calling' as mothers and homemakers. Male executives never face this conflict because family is secondary to their nature.",1,gender_stereotyping,0.88,test
Men in Nursing: Breaking Barriers or Just Not Masculine Enough? We investigate why men are increasingly leaving traditionally male professions to enter nursing—and what this says about modern masculinity and weakness in the workplace.,1,gender_stereotyping,0.91,train
The Engineering Problem: Why We Don't Hire Women for Technical Roles. Industry experts explain that women's brains are simply wired differently and lack the spatial reasoning required for engineering and construction. It's not discrimination—it's just biology.,1,gender_stereotyping,0.93,train
"Boys Don't Cry: Why Men Can't Be Therapists. This special explores why emotional intelligence is fundamentally a female trait, making men unsuitable for counselling and mental health support roles. Their natural stoicism makes them better suited to board rooms.",1,gender_stereotyping,0.89,train
The Rise of 'Career Women' and the Fall of Family Values. A look at how prioritising careers over domestic duties is unnatural for women and damaging to society. Traditional gender roles exist for a reason—women are natural homemakers and nurturers.,1,gender_stereotyping,0.94,test
"Househusband or Man-Child? Why Men Simply Cannot Manage Domestic Responsibilities. We examine the failure of men to maintain homes and raise children without female supervision, proving that domestic work is fundamentally a woman's domain.",1,gender_stereotyping,0.9,train
"Pink or Blue: Why Gender Divides in Career Choice Are Natural, Not Learned. Our investigation shows that girls are naturally drawn to caring professions while boys excel in leadership—this is evolution, not socialisation.",1,gender_stereotyping,0.87,train
Women Directors Are a Distraction: Inside Hollywood's Real Problem with Female Leadership. Industry insiders reveal that women in positions of authority create workplace tension because men are hardwired to be the leaders. Quotas are damaging excellence.,1,gender_stereotyping,0.92,train
"The Biological Truth: Why Men Are Incapable of Childcare Excellence. Featuring child development experts explaining how fathers lack the natural instincts and emotional capacity that mothers possess, making them secondary caregivers by nature.",1,gender_stereotyping,0.86,train
"Female CEO admits she still does most of the housework: 'A woman's place is in the home, even when she runs a company'",1,gender_stereotyping,0.92,test
Why men are naturally better at STEM: Scientists reveal biological reasons boys outperform girls in maths and engineering,1,gender_stereotyping,0.88,train
Desperate housewives or career women? MPs clash over whether mothers should stay home to raise children properly,1,gender_stereotyping,0.91,train
"New study: Men are emotionally fragile and struggle with feelings, experts warn boys need 'toughening up'",1,gender_stereotyping,0.89,train
She's ambitious AND a mother: How this rare woman manages to have it all (unlike most),1,gender_stereotyping,0.94,train
"Real men don't cook: Celebrity chef sparks debate by admitting he can't boil an egg, blames 'masculine pride'",1,gender_stereotyping,0.87,train
Women unfit for combat roles: Military analysis shows female soldiers lack the physical and mental toughness required,1,gender_stereotyping,0.9,train
Why fathers are hopeless at childcare: Study claims men are biologically incapable of emotional nurturing,1,gender_stereotyping,0.86,train
Female lawyer's rise proves women CAN excel in law—despite their natural preference for less demanding work,1,gender_stereotyping,0.93,train
"Boys will be boys: Educators defend rougher discipline for male pupils, saying girls are simply more naturally obedient",1,gender_stereotyping,0.89,train
"Why Women Shouldn't Be in the Boardroom | Executive Leadership Reality Check. In this video, we explore why women are naturally better suited to supporting roles rather than decision-making positions. Featuring interviews with business leaders who explain the biological and psychological reasons women lack the assertiveness needed for top management.",1,gender_stereotyping,0.92,train
"The Engineering Problem: Why Men Dominate Tech. A documentary examining why men are inherently better at mathematics, coding, and technical problem-solving. We investigate how female engineers often rely on teamwork while men possess the natural competitive edge needed for innovation.",1,gender_stereotyping,0.88,test
